2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO OS [uname_result(system='Linux', node='54b9e5afceb2', release='5.3.0-26-generic', version='#28-Ubuntu SMP Wed Dec 18 05:37:46 UTC 2019', machine='x86_64', processor='')]
2020-01-24 11:12:23,464 -not-actor-/PID:1 esrally.rally INFO Python [namespace(_multiarch='x86_64-linux-gnu', cache_tag='cpython-37', hexversion=50791408, name='cpython', version=sys.version_info(major=3, minor=7, micro=3, releaselevel='final', serial=0))]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.rally INFO Rally version [1.4.0]
2020-01-24 11:12:23,465 -not-actor-/PID:1 esrally.utils.net INFO Connecting directly to the Internet (no proxy support).
2020-01-24 11:12:23,919 -not-actor-/PID:1 esrally.rally INFO Detected a working Internet connection.
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.rally INFO Actor system already running locally? [False]
2020-01-24 11:12:23,921 -not-actor-/PID:1 esrally.actor INFO Starting actor system with system base [multiprocTCPBase] and capabilities [{'coordinator': True, 'ip': '127.0.0.1', 'Convention Address.IPv4': '127.0.0.1:1900'}].
2020-01-24 11:12:23,964 -not-actor-/PID:10 root INFO ++++ Actor System gen (3, 9) started, admin @ ActorAddr-(T|:1900)
2020-01-24 11:12:29,605 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] is continuing its work at task index [1] on [99181.169974], that is in [0:00:00.962063].
2020-01-24 11:12:29,498 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Starting load generator [1].
2020-01-24 11:12:29,607 ActorAddr-(T|:41267)/PID:80 esrally.actor INFO LoadGenerator[1] is continuing its work at task index [1] on [99181.165245], that is in [0:00:00.955192].
2020-01-24 11:12:29,498 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Starting load generator [2].
2020-01-24 11:12:29,609 ActorAddr-(T|:44693)/PID:81 esrally.actor INFO LoadGenerator[2] is continuing its work at task index [1] on [99181.171745], that is in [0:00:00.959521].
2020-01-24 11:12:29,498 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Starting load generator [3].
2020-01-24 11:12:29,614 ActorAddr-(T|:33293)/PID:83 esrally.actor INFO LoadGenerator[4] is continuing its work at task index [1] on [99181.171501], that is in [0:00:00.954421].
2020-01-24 11:12:29,611 ActorAddr-(T|:44609)/PID:82 esrally.actor INFO LoadGenerator[3] is continuing its work at task index [1] on [99181.183423], that is in [0:00:00.969034].
2020-01-24 11:12:29,499 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Starting load generator [4].
2020-01-24 11:12:29,499 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Starting load generator [5].
2020-01-24 11:12:29,617 ActorAddr-(T|:43351)/PID:84 esrally.actor INFO LoadGenerator[5] is continuing its work at task index [1] on [99181.181815], that is in [0:00:00.962109].
2020-01-24 11:12:29,500 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Starting load generator [6].
2020-01-24 11:12:29,619 ActorAddr-(T|:33753)/PID:85 esrally.actor INFO LoadGenerator[6] is continuing its work at task index [1] on [99181.176301], that is in [0:00:00.954533].
2020-01-24 11:12:29,500 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Starting load generator [7].
2020-01-24 11:12:29,621 ActorAddr-(T|:46087)/PID:86 esrally.actor INFO LoadGenerator[7] is continuing its work at task index [1] on [99181.193854], that is in [0:00:00.970153].
2020-01-24 11:12:29,531 ActorAddr-(T|:38849)/PID:77 esrally.actor INFO A track preparator has exited.
2020-01-24 11:12:29,564 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [1/8] drivers reached join point [0/15].
2020-01-24 11:12:29,569 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [2/8] drivers reached join point [0/15].
2020-01-24 11:12:29,583 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [3/8] drivers reached join point [0/15].
2020-01-24 11:12:29,585 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [4/8] drivers reached join point [0/15].
2020-01-24 11:12:29,585 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [5/8] drivers reached join point [0/15].
2020-01-24 11:12:29,586 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [6/8] drivers reached join point [0/15].
2020-01-24 11:12:29,590 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [7/8] drivers reached join point [0/15].
2020-01-24 11:12:29,592 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [8/8] drivers reached join point [0/15].
2020-01-24 11:12:29,592 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO All drivers completed their tasks until join point [0/15].
2020-01-24 11:12:29,592 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [0] at their timestamp [99181.169974] (master timestamp [99181.195493])
2020-01-24 11:12:29,593 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [1] at their timestamp [99181.165245] (master timestamp [99181.195493])
2020-01-24 11:12:29,593 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [2] at their timestamp [99181.171745] (master timestamp [99181.195493])
2020-01-24 11:12:29,593 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [3] at their timestamp [99181.183423] (master timestamp [99181.195493])
2020-01-24 11:12:29,594 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [4] at their timestamp [99181.171501] (master timestamp [99181.195493])
2020-01-24 11:12:29,594 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [5] at their timestamp [99181.181815] (master timestamp [99181.195493])
2020-01-24 11:12:29,594 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [6] at their timestamp [99181.176301] (master timestamp [99181.195493])
2020-01-24 11:12:29,595 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [7] at their timestamp [99181.193854] (master timestamp [99181.195493])
2020-01-24 11:12:30,563 ActorAddr-(T|:41267)/PID:80 esrally.actor INFO LoadGenerator[1] starts driving now.
2020-01-24 11:12:30,564 ActorAddr-(T|:41267)/PID:80 esrally.actor INFO LoadGenerator[1] reached join point [JoinPoint(1)].
2020-01-24 11:12:30,567 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [1/8] drivers reached join point [1/15].
2020-01-24 11:12:30,568 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] starts driving now.
2020-01-24 11:12:30,570 ActorAddr-(T|:33293)/PID:83 esrally.actor INFO LoadGenerator[4] starts driving now.
2020-01-24 11:12:30,570 ActorAddr-(T|:44693)/PID:81 esrally.actor INFO LoadGenerator[2] starts driving now.
2020-01-24 11:12:30,569 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] is executing [delete-index].
2020-01-24 11:12:30,570 ActorAddr-(T|:33293)/PID:83 esrally.actor INFO LoadGenerator[4] reached join point [JoinPoint(1)].
2020-01-24 11:12:30,570 ActorAddr-(T|:44693)/PID:81 esrally.actor INFO LoadGenerator[2] reached join point [JoinPoint(1)].
2020-01-24 11:12:30,569 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO Choosing [deterministic scheduler] for [delete-index].
2020-01-24 11:12:30,572 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [2/8] drivers reached join point [1/15].
2020-01-24 11:12:30,569 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO Creating iteration-count based schedule with [deterministic] distribution for [delete-index] with [0] warmup iterations and [1] iterations.
2020-01-24 11:12:30,572 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [3/8] drivers reached join point [1/15].
2020-01-24 11:12:30,570 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO iteration-count-based schedule will determine when the schedule for [delete-index] terminates.
2020-01-24 11:12:30,575 ActorAddr-(T|:33753)/PID:85 esrally.actor INFO LoadGenerator[6] starts driving now.
2020-01-24 11:12:30,575 ActorAddr-(T|:33753)/PID:85 esrally.actor INFO LoadGenerator[6] reached join point [JoinPoint(1)].
2020-01-24 11:12:30,577 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [4/8] drivers reached join point [1/15].
2020-01-24 11:12:30,582 ActorAddr-(T|:44609)/PID:82 esrally.actor INFO LoadGenerator[3] starts driving now.
2020-01-24 11:12:30,582 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO iteration-count-based schedule for [delete-index] stopped regularly.
2020-01-24 11:12:30,584 ActorAddr-(T|:43351)/PID:84 esrally.actor INFO LoadGenerator[5] starts driving now.
2020-01-24 11:12:30,584 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [5/8] drivers reached join point [1/15].
2020-01-24 11:12:30,583 ActorAddr-(T|:44609)/PID:82 esrally.actor INFO LoadGenerator[3] reached join point [JoinPoint(1)].
2020-01-24 11:12:30,584 ActorAddr-(T|:43351)/PID:84 esrally.actor INFO LoadGenerator[5] reached join point [JoinPoint(1)].
2020-01-24 11:12:30,586 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [6/8] drivers reached join point [1/15].
2020-01-24 11:12:30,592 ActorAddr-(T|:46087)/PID:86 esrally.actor INFO LoadGenerator[7] starts driving now.
2020-01-24 11:12:30,593 ActorAddr-(T|:46087)/PID:86 esrally.actor INFO LoadGenerator[7] reached join point [JoinPoint(1)].
2020-01-24 11:12:30,594 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [7/8] drivers reached join point [1/15].
2020-01-24 11:12:35,576 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] is ready for the next task.
2020-01-24 11:12:35,577 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] reached join point [JoinPoint(1)].
2020-01-24 11:12:35,581 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [8/8] drivers reached join point [1/15].
2020-01-24 11:12:35,585 ActorAddr-(T|:45103)/PID:12 esrally.actor INFO Task has finished.
2020-01-24 11:12:35,586 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] is continuing its work at task index [3] on [99187.184191], that is in [0:00:00.995471].
2020-01-24 11:12:35,586 ActorAddr-(T|:41267)/PID:80 esrally.actor INFO LoadGenerator[1] is continuing its work at task index [3] on [99187.185508], that is in [0:00:00.996407].
2020-01-24 11:12:35,585 ActorAddr-(T|:45103)/PID:12 esrally.actor INFO Bulk adding request metrics to metrics store.
2020-01-24 11:12:35,587 ActorAddr-(T|:44693)/PID:81 esrally.actor INFO LoadGenerator[2] is continuing its work at task index [3] on [99187.186119], that is in [0:00:00.995720].
2020-01-24 11:12:35,588 ActorAddr-(T|:44609)/PID:82 esrally.actor INFO LoadGenerator[3] is continuing its work at task index [3] on [99187.186774], that is in [0:00:00.995931].
2020-01-24 11:12:35,588 ActorAddr-(T|:33293)/PID:83 esrally.actor INFO LoadGenerator[4] is continuing its work at task index [3] on [99187.185792], that is in [0:00:00.994505].
2020-01-24 11:12:35,589 ActorAddr-(T|:43351)/PID:84 esrally.actor INFO LoadGenerator[5] is continuing its work at task index [3] on [99187.186140], that is in [0:00:00.994411].
2020-01-24 11:12:35,589 ActorAddr-(T|:33753)/PID:85 esrally.actor INFO LoadGenerator[6] is continuing its work at task index [3] on [99187.186110], that is in [0:00:00.993932].
2020-01-24 11:12:35,590 ActorAddr-(T|:46087)/PID:86 esrally.actor INFO LoadGenerator[7] is continuing its work at task index [3] on [99187.186793], that is in [0:00:00.994144].
2020-01-24 11:12:35,582 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO All drivers completed their tasks until join point [1/15].
2020-01-24 11:12:35,584 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [0] at their timestamp [99187.184191] (master timestamp [99187.187566])
2020-01-24 11:12:35,585 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [1] at their timestamp [99187.185508] (master timestamp [99187.187566])
2020-01-24 11:12:35,586 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [2] at their timestamp [99187.186119] (master timestamp [99187.187566])
2020-01-24 11:12:35,587 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [3] at their timestamp [99187.186774] (master timestamp [99187.187566])
2020-01-24 11:12:35,587 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [4] at their timestamp [99187.185792] (master timestamp [99187.187566])
2020-01-24 11:12:35,588 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [5] at their timestamp [99187.186140] (master timestamp [99187.187566])
2020-01-24 11:12:35,588 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [6] at their timestamp [99187.186110] (master timestamp [99187.187566])
2020-01-24 11:12:35,589 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [7] at their timestamp [99187.186793] (master timestamp [99187.187566])
2020-01-24 11:12:36,583 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] starts driving now.
2020-01-24 11:12:36,583 ActorAddr-(T|:41267)/PID:80 esrally.actor INFO LoadGenerator[1] starts driving now.
2020-01-24 11:12:36,587 ActorAddr-(T|:33293)/PID:83 esrally.actor INFO LoadGenerator[4] starts driving now.
2020-01-24 11:12:36,584 ActorAddr-(T|:43351)/PID:84 esrally.actor INFO LoadGenerator[5] starts driving now.
2020-01-24 11:12:36,585 ActorAddr-(T|:33753)/PID:85 esrally.actor INFO LoadGenerator[6] starts driving now.
2020-01-24 11:12:36,585 ActorAddr-(T|:46087)/PID:86 esrally.actor INFO LoadGenerator[7] starts driving now.
2020-01-24 11:12:36,584 ActorAddr-(T|:41267)/PID:80 esrally.actor INFO LoadGenerator[1] reached join point [JoinPoint(2)].
2020-01-24 11:12:36,589 ActorAddr-(T|:44693)/PID:81 esrally.actor INFO LoadGenerator[2] starts driving now.
2020-01-24 11:12:36,590 ActorAddr-(T|:44609)/PID:82 esrally.actor INFO LoadGenerator[3] starts driving now.
2020-01-24 11:12:36,591 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [1/8] drivers reached join point [2/15].
2020-01-24 11:12:36,584 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] is executing [create-index].
2020-01-24 11:12:36,587 ActorAddr-(T|:33293)/PID:83 esrally.actor INFO LoadGenerator[4] reached join point [JoinPoint(2)].
2020-01-24 11:12:36,585 ActorAddr-(T|:43351)/PID:84 esrally.actor INFO LoadGenerator[5] reached join point [JoinPoint(2)].
2020-01-24 11:12:36,585 ActorAddr-(T|:33753)/PID:85 esrally.actor INFO LoadGenerator[6] reached join point [JoinPoint(2)].
2020-01-24 11:12:36,586 ActorAddr-(T|:46087)/PID:86 esrally.actor INFO LoadGenerator[7] reached join point [JoinPoint(2)].
2020-01-24 11:12:36,590 ActorAddr-(T|:44693)/PID:81 esrally.actor INFO LoadGenerator[2] reached join point [JoinPoint(2)].
2020-01-24 11:12:36,591 ActorAddr-(T|:44609)/PID:82 esrally.actor INFO LoadGenerator[3] reached join point [JoinPoint(2)].
2020-01-24 11:12:36,591 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [2/8] drivers reached join point [2/15].
2020-01-24 11:12:36,588 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO Choosing [deterministic scheduler] for [create-index].
2020-01-24 11:12:36,591 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [3/8] drivers reached join point [2/15].
2020-01-24 11:12:36,589 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO Creating iteration-count based schedule with [deterministic] distribution for [create-index] with [0] warmup iterations and [1] iterations.
2020-01-24 11:12:36,592 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [4/8] drivers reached join point [2/15].
2020-01-24 11:12:36,589 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO iteration-count-based schedule will determine when the schedule for [create-index] terminates.
2020-01-24 11:12:36,593 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [5/8] drivers reached join point [2/15].
2020-01-24 11:12:36,594 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [6/8] drivers reached join point [2/15].
2020-01-24 11:12:36,594 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [7/8] drivers reached join point [2/15].
2020-01-24 11:12:38,943 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO iteration-count-based schedule for [create-index] stopped regularly.
2020-01-24 11:12:41,591 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] is ready for the next task.
2020-01-24 11:12:41,592 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] reached join point [JoinPoint(2)].
2020-01-24 11:12:41,593 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [8/8] drivers reached join point [2/15].
2020-01-24 11:12:41,594 ActorAddr-(T|:45103)/PID:12 esrally.actor INFO Task has finished.
2020-01-24 11:12:41,595 ActorAddr-(T|:41267)/PID:80 esrally.actor INFO LoadGenerator[1] is continuing its work at task index [5] on [99193.191173], that is in [0:00:00.992968].
2020-01-24 11:12:41,595 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] is continuing its work at task index [5] on [99193.195974], that is in [0:00:00.998141].
2020-01-24 11:12:41,596 ActorAddr-(T|:44693)/PID:81 esrally.actor INFO LoadGenerator[2] is continuing its work at task index [5] on [99193.193480], that is in [0:00:00.994014].
2020-01-24 11:12:41,595 ActorAddr-(T|:45103)/PID:12 esrally.actor INFO Bulk adding request metrics to metrics store.
2020-01-24 11:12:41,598 ActorAddr-(T|:44609)/PID:82 esrally.actor INFO LoadGenerator[3] is continuing its work at task index [5] on [99193.194292], that is in [0:00:00.993547].
2020-01-24 11:12:41,598 ActorAddr-(T|:33293)/PID:83 esrally.actor INFO LoadGenerator[4] is continuing its work at task index [5] on [99193.191226], that is in [0:00:00.990128].
2020-01-24 11:12:41,599 ActorAddr-(T|:43351)/PID:84 esrally.actor INFO LoadGenerator[5] is continuing its work at task index [5] on [99193.191532], that is in [0:00:00.989133].
2020-01-24 11:12:41,600 ActorAddr-(T|:33753)/PID:85 esrally.actor INFO LoadGenerator[6] is continuing its work at task index [5] on [99193.191834], that is in [0:00:00.989063].
2020-01-24 11:12:41,601 ActorAddr-(T|:46087)/PID:86 esrally.actor INFO LoadGenerator[7] is continuing its work at task index [5] on [99193.191518], that is in [0:00:00.987455].
2020-01-24 11:12:41,593 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO All drivers completed their tasks until join point [2/15].
2020-01-24 11:12:41,594 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [0] at their timestamp [99193.195974] (master timestamp [99193.197053])
2020-01-24 11:12:41,594 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [1] at their timestamp [99193.191173] (master timestamp [99193.197053])
2020-01-24 11:12:41,596 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [2] at their timestamp [99193.193480] (master timestamp [99193.197053])
2020-01-24 11:12:41,597 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [3] at their timestamp [99193.194292] (master timestamp [99193.197053])
2020-01-24 11:12:41,597 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [4] at their timestamp [99193.191226] (master timestamp [99193.197053])
2020-01-24 11:12:41,598 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [5] at their timestamp [99193.191532] (master timestamp [99193.197053])
2020-01-24 11:12:41,599 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [6] at their timestamp [99193.191834] (master timestamp [99193.197053])
2020-01-24 11:12:41,600 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [7] at their timestamp [99193.191518] (master timestamp [99193.197053])
2020-01-24 11:12:42,589 ActorAddr-(T|:41267)/PID:80 esrally.actor INFO LoadGenerator[1] starts driving now.
2020-01-24 11:12:42,590 ActorAddr-(T|:33293)/PID:83 esrally.actor INFO LoadGenerator[4] starts driving now.
2020-01-24 11:12:42,590 ActorAddr-(T|:43351)/PID:84 esrally.actor INFO LoadGenerator[5] starts driving now.
2020-01-24 11:12:42,589 ActorAddr-(T|:46087)/PID:86 esrally.actor INFO LoadGenerator[7] starts driving now.
2020-01-24 11:12:42,593 ActorAddr-(T|:44609)/PID:82 esrally.actor INFO LoadGenerator[3] starts driving now.
2020-01-24 11:12:42,596 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] starts driving now.
2020-01-24 11:12:42,596 ActorAddr-(T|:44693)/PID:81 esrally.actor INFO LoadGenerator[2] starts driving now.
2020-01-24 11:12:42,593 ActorAddr-(T|:33753)/PID:85 esrally.actor INFO LoadGenerator[6] starts driving now.
2020-01-24 11:12:42,596 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [1/8] drivers reached join point [3/15].
2020-01-24 11:12:42,590 ActorAddr-(T|:41267)/PID:80 esrally.actor INFO LoadGenerator[1] reached join point [JoinPoint(3)].
2020-01-24 11:12:42,591 ActorAddr-(T|:43351)/PID:84 esrally.actor INFO LoadGenerator[5] reached join point [JoinPoint(3)].
2020-01-24 11:12:42,590 ActorAddr-(T|:46087)/PID:86 esrally.actor INFO LoadGenerator[7] reached join point [JoinPoint(3)].
2020-01-24 11:12:42,591 ActorAddr-(T|:33293)/PID:83 esrally.actor INFO LoadGenerator[4] reached join point [JoinPoint(3)].
2020-01-24 11:12:42,593 ActorAddr-(T|:44609)/PID:82 esrally.actor INFO LoadGenerator[3] reached join point [JoinPoint(3)].
2020-01-24 11:12:42,597 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] is executing [check-cluster-health].
2020-01-24 11:12:42,597 ActorAddr-(T|:44693)/PID:81 esrally.actor INFO LoadGenerator[2] reached join point [JoinPoint(3)].
2020-01-24 11:12:42,594 ActorAddr-(T|:33753)/PID:85 esrally.actor INFO LoadGenerator[6] reached join point [JoinPoint(3)].
2020-01-24 11:12:42,596 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [2/8] drivers reached join point [3/15].
2020-01-24 11:12:42,597 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO Choosing [deterministic scheduler] for [check-cluster-health].
2020-01-24 11:12:42,597 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [3/8] drivers reached join point [3/15].
2020-01-24 11:12:42,598 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO Creating iteration-count based schedule with [deterministic] distribution for [check-cluster-health] with [0] warmup iterations and [1] iterations.
2020-01-24 11:12:42,600 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO iteration-count-based schedule will determine when the schedule for [check-cluster-health] terminates.
2020-01-24 11:12:42,598 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [4/8] drivers reached join point [3/15].
2020-01-24 11:12:42,602 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [5/8] drivers reached join point [3/15].
2020-01-24 11:12:42,603 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [6/8] drivers reached join point [3/15].
2020-01-24 11:12:42,607 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [7/8] drivers reached join point [3/15].
2020-01-24 11:12:42,621 ActorAddr-(T|:37979)/PID:79 esrally.driver.driver INFO iteration-count-based schedule for [check-cluster-health] stopped regularly.
2020-01-24 11:12:47,604 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] is ready for the next task.
2020-01-24 11:12:47,605 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] reached join point [JoinPoint(3)].
2020-01-24 11:12:47,609 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO [8/8] drivers reached join point [3/15].
2020-01-24 11:12:47,613 ActorAddr-(T|:45103)/PID:12 esrally.actor INFO Task has finished.
2020-01-24 11:12:47,614 ActorAddr-(T|:37979)/PID:79 esrally.actor INFO LoadGenerator[0] is continuing its work at task index [7] on [99199.211798], that is in [0:00:00.994322].
2020-01-24 11:12:47,616 ActorAddr-(T|:41267)/PID:80 esrally.actor INFO LoadGenerator[1] is continuing its work at task index [7] on [99199.210180], that is in [0:00:00.991514].
2020-01-24 11:12:47,614 ActorAddr-(T|:45103)/PID:12 esrally.actor INFO Bulk adding request metrics to metrics store.
2020-01-24 11:12:47,619 ActorAddr-(T|:44693)/PID:81 esrally.actor INFO LoadGenerator[2] is continuing its work at task index [7] on [99199.209708], that is in [0:00:00.988050].
2020-01-24 11:12:47,620 ActorAddr-(T|:44609)/PID:82 esrally.actor INFO LoadGenerator[3] is continuing its work at task index [7] on [99199.205882], that is in [0:00:00.982934].
2020-01-24 11:12:47,624 ActorAddr-(T|:33293)/PID:83 esrally.actor INFO LoadGenerator[4] is continuing its work at task index [7] on [99199.209832], that is in [0:00:00.982894].
2020-01-24 11:12:47,625 ActorAddr-(T|:43351)/PID:84 esrally.actor INFO LoadGenerator[5] is continuing its work at task index [7] on [99199.209182], that is in [0:00:00.980757].
2020-01-24 11:12:47,627 ActorAddr-(T|:33753)/PID:85 esrally.actor INFO LoadGenerator[6] is continuing its work at task index [7] on [99199.202116], that is in [0:00:00.972507].
2020-01-24 11:12:47,631 ActorAddr-(T|:46087)/PID:86 esrally.actor INFO LoadGenerator[7] is continuing its work at task index [7] on [99199.208176], that is in [0:00:00.974544].
2020-01-24 11:12:47,610 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO All drivers completed their tasks until join point [3/15].
2020-01-24 11:12:47,612 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [0] at their timestamp [99199.211798] (master timestamp [99199.215084])
2020-01-24 11:12:47,613 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [1] at their timestamp [99199.210180] (master timestamp [99199.215084])
2020-01-24 11:12:47,616 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [2] at their timestamp [99199.209708] (master timestamp [99199.215084])
2020-01-24 11:12:47,618 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [3] at their timestamp [99199.205882] (master timestamp [99199.215084])
2020-01-24 11:12:47,621 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [4] at their timestamp [99199.209832] (master timestamp [99199.215084])
2020-01-24 11:12:47,623 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [5] at their timestamp [99199.209182] (master timestamp [99199.215084])
2020-01-24 11:12:47,624 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [6] at their timestamp [99199.202116] (master timestamp [99199.215084])
2020-01-24 11:12:47,628 ActorAddr-(T|:38849)/PID:77 esrally.driver.driver INFO Scheduling next task for client id [7] at their timestamp [99199.208176] (master timestamp [99199.215084])
2020-01-24 11:12:48,601 ActorAddr-(T|:33753)/PID:85 esrally.actor INFO LoadGenerator[6] starts driving now.
2020-01-24 11:12:48,604 ActorAddr-(T|:44609)/PID:82 esrally.actor INFO LoadGenerator[3] starts driving now.
